order_id,user_id,departement,birth,order_date,total,nb_tshirts,tshirt_price,order_year,order_month,order_day,order_hr,order_weekofyear,order_dayofweek,age,shirt_type,gender,color
TSG-1279530,1362b538a3,75,1989-10-03 00:00:00,2014-06-28 11:12:00,47.8,2.0,23.9,2014,6,28,11,26,5,23.3571428571,T-Shirt,M,White
TSG-1279533,374d675b19,29,1972-03-16 00:00:00,2014-04-01 21:00:00,16.7,1.0,16.7,2014,4,1,21,14,1,40.967032967,T-Shirt,M,Black
TSG-1279537,7ce8fc5743,78,1994-10-09 00:00:00,2014-05-22 16:07:00,16.7,1.0,16.7,2014,5,22,16,21,3,18.3241758242,T-Shirt,M,Black
TSG-1279538,ddea4ca741,31,1988-12-07 00:00:00,2013-12-14 16:29:00,19.9,1.0,19.9,2013,12,14,16,50,5,24.1813186813,Hoodie,,
TSG-1279541,0e4736bbf9,26,1968-12-10 00:00:00,2013-10-12 15:13:00,47.8,2.0,23.9,2013,10,12,15,41,5,44.2417582418,T-Shirt,M,White
TSG-1279543,e47e3a93d8,22,1992-07-08 00:00:00,2013-02-12 18:45:00,23.9,1.0,23.9,2013,2,12,18,7,1,20.5851648352,T-Shirt,M,White
TSG-1279545,84c35550c8,18,1899-12-30 00:00:00,2013-09-12 21:17:00,19.9,1.0,19.9,2013,9,12,21,37,3,113.423076923,Hoodie,,
TSG-1279547,b583f0b6fb,75,1962-08-02 00:00:00,2014-05-18 14:19:00,50.0,2.0,25.0,2014,5,18,14,20,6,50.6208791209,Hoodie,,
TSG-1279557,9abfa1bb69,88,1977-08-23 00:00:00,2013-12-13 15:40:00,16.7,1.0,16.7,2013,12,13,15,50,4,35.510989011,T-Shirt,F,White
TSG-1279559,ffd22f5c9b,57,1978-04-15 00:00:00,2014-10-06 17:57:00,25.0,1.0,25.0,2014,10,6,17,41,0,34.8653846154,Hoodie,,
TSG-1279560,b151e4a56d,75,1993-09-24 00:00:00,2014-01-25 00:23:00,16.7,1.0,16.7,2014,1,25,0,4,5,19.3681318681,T-Shirt,M,White
TSG-1279567,cbab103b17,38,1988-11-29 00:00:00,2014-10-02 15:10:00,19.9,1.0,19.9,2014,10,2,15,40,3,24.2032967033,T-Shirt,M,White
TSG-1279569,1f8cee47df,38,1975-01-05 00:00:00,2014-01-25 10:42:00,64.0,2.0,32.0,2014,1,25,10,4,5,38.1510989011,Hoodie,,
TSG-1279576,19a0446d3f,78,1965-06-18 00:00:00,2013-12-21 10:51:00,16.7,1.0,16.7,2013,12,21,10,51,5,47.7335164835,T-Shirt,M,Black
TSG-1279581,a4a74807fc,67,1968-03-17 00:00:00,2014-06-24 17:45:00,23.9,1.0,23.9,2014,6,24,17,26,1,44.978021978,T-Shirt,M,White
TSG-1279582,fcd91bf232,79,1982-01-01 00:00:00,2013-12-18 22:04:00,19.9,1.0,19.9,2013,12,18,22,51,2,31.1373626374,T-Shirt,F,Black
TSG-1279586,5c31a69714,67,1988-11-19 00:00:00,2013-09-12 11:49:00,23.9,1.0,23.9,2013,9,12,11,37,3,24.2307692308,Tennis Shirt,,
TSG-1279591,5bdc49156f,30,1972-05-31 00:00:00,2013-12-15 21:12:00,19.9,1.0,19.9,2013,12,15,21,50,6,40.7582417582,T-Shirt,F,Black
TSG-1279593,e13c2c1deb,64,1899-12-30 00:00:00,2014-12-04 09:48:00,16.7,1.0,16.7,2014,12,4,9,49,3,113.423076923,T-Shirt,M,Black
TSG-1279597,09cb71e2df,75,1899-12-30 00:00:00,2014-12-05 15:57:00,23.9,1.0,23.9,2014,12,5,15,49,4,113.423076923,T-Shirt,F,White
TSG-1279599,365e0fec01,29,1984-09-14 00:00:00,2014-05-17 09:32:00,19.9,1.0,19.9,2014,5,17,9,20,5,28.4258241758,T-Shirt,M,Black
TSG-1279600,d7f0f0c5d9,60,1974-11-24 00:00:00,2013-12-15 18:49:00,19.9,1.0,19.9,2013,12,15,18,50,6,38.2664835165,Hoodie,,
TSG-1279601,699f7cd0c2,58,1984-03-27 00:00:00,2014-02-25 07:54:00,19.9,1.0,19.9,2014,2,25,7,9,1,28.8956043956,T-Shirt,M,White
TSG-1279603,6746687844,54,1965-03-11 00:00:00,2014-04-02 18:42:00,25.0,1.0,25.0,2014,4,2,18,14,2,48.0054945055,Hoodie,,
TSG-1279606,7ef1c5848f,51,1982-02-09 00:00:00,2013-12-28 18:18:00,16.7,1.0,16.7,2013,12,28,18,52,5,31.0302197802,T-Shirt,F,White
TSG-1279607,29f2942f04,94,1992-12-15 00:00:00,2014-07-19 20:48:00,23.9,1.0,23.9,2014,7,19,20,29,5,20.1456043956,Tennis Shirt,,
TSG-1279610,3a6d00dae8,59,1899-12-30 00:00:00,2014-12-01 17:17:00,19.9,1.0,19.9,2014,12,1,17,49,0,113.423076923,T-Shirt,F,White
TSG-1279613,a9620bcc14,92,1985-05-03 00:00:00,2013-12-22 16:28:00,25.0,1.0,25.0,2013,12,22,16,51,6,27.7912087912,Tennis Shirt,,
TSG-1279614,12dd8c2a89,62,1981-06-06 00:00:00,2013-12-24 23:15:00,16.7,1.0,16.7,2013,12,24,23,52,1,31.7115384615,T-Shirt,M,Black
TSG-1279615,24ca0ecbe1,31,1990-08-05 00:00:00,2014-04-08 21:40:00,16.7,1.0,16.7,2014,4,8,21,15,1,22.5164835165,T-Shirt,M,Black
TSG-1279616,132c3b01fb,38,1978-08-07 00:00:00,2013-11-12 19:32:00,16.7,1.0,16.7,2013,11,12,19,46,1,34.5521978022,T-Shirt,M,Black
TSG-1279619,a8dfa14d73,83,1953-05-17 00:00:00,2014-05-21 11:27:00,23.9,1.0,23.9,2014,5,21,11,21,2,59.8626373626,Hoodie,,
TSG-1279623,1da945dcc4,78,1989-01-28 00:00:00,2014-06-24 07:36:00,16.7,1.0,16.7,2014,6,24,7,26,1,24.0384615385,T-Shirt,M,Black
TSG-1279627,d2783c1870,,1980-01-22 00:00:00,2014-12-06 22:21:00,23.9,1.0,23.9,2014,12,6,22,49,5,33.0879120879,T-Shirt,F,Black
TSG-1279629,0ed62f97c0,68,1982-10-16 00:00:00,2013-12-16 20:07:00,16.7,1.0,16.7,2013,12,16,20,51,0,30.3461538462,T-Shirt,M,Black
TSG-1279636,fdf15c49a4,77,1981-03-04 00:00:00,2014-03-19 09:32:00,23.9,1.0,23.9,2014,3,19,9,12,2,31.9697802198,T-Shirt,M,White
TSG-1279638,8d672095e4,1,1987-04-29 00:00:00,2014-09-08 19:05:00,19.9,1.0,19.9,2014,9,8,19,37,0,25.7967032967,Hoodie,,
TSG-1279640,a45ec39b56,76,1980-11-03 00:00:00,2014-10-08 17:24:00,16.7,1.0,16.7,2014,10,8,17,41,2,32.3021978022,T-Shirt,M,Black
TSG-1279641,8db0ed97d7,69,1989-03-20 00:00:00,2013-12-14 15:31:00,19.9,1.0,19.9,2013,12,14,15,50,5,23.8983516484,T-Shirt,F,Black
TSG-1279644,156595d93d,63,1949-09-03 00:00:00,2013-12-25 15:09:00,19.9,1.0,19.9,2013,12,25,15,52,2,63.5769230769,Hoodie,,
TSG-1279647,753ced0335,79,1991-07-23 00:00:00,2013-12-24 13:03:00,16.7,1.0,16.7,2013,12,24,13,52,1,21.5494505495,T-Shirt,M,Black
TSG-1279656,04b6fce3eb,91,1964-11-22 00:00:00,2013-12-18 11:15:00,19.9,1.0,19.9,2013,12,18,11,51,2,48.3049450549,Hoodie,,
TSG-1279657,ef96c32d4e,63,1979-02-05 00:00:00,2014-05-19 12:53:00,23.9,1.0,23.9,2014,5,19,12,21,0,34.0521978022,T-Shirt,M,White
TSG-1279668,ddbdae2b41,95,1982-03-06 00:00:00,2014-01-04 21:53:00,19.9,1.0,19.9,2014,1,4,21,1,5,30.9615384615,T-Shirt,M,Black
TSG-1279675,f8e5c4675b,24,1980-06-18 00:00:00,2013-07-12 11:56:00,19.9,1.0,19.9,2013,7,12,11,28,4,32.6813186813,Hoodie,,
TSG-1279676,9658ea3fb5,53,1956-02-04 00:00:00,2014-02-13 16:38:00,16.7,1.0,16.7,2014,2,13,16,7,3,57.1346153846,T-Shirt,M,Black
TSG-1279677,a2dbdee98a,95,1993-10-22 00:00:00,2014-05-29 12:01:00,19.9,1.0,19.9,2014,5,29,12,22,3,19.2912087912,T-Shirt,M,Black
TSG-1279678,6750e7574a,25,1986-03-26 00:00:00,2013-04-12 19:16:00,16.7,1.0,16.7,2013,4,12,19,15,4,26.8928571429,T-Shirt,F,Black
TSG-1279679,e78bbfd011,38,1989-08-21 00:00:00,2014-05-19 14:56:00,16.7,1.0,16.7,2014,5,19,14,21,0,23.4752747253,T-Shirt,M,Black
TSG-1279682,ffbef8b37c,54,1899-12-30 00:00:00,2014-10-03 08:46:00,23.9,1.0,23.9,2014,10,3,8,40,4,113.423076923,T-Shirt,M,White
TSG-1279689,b20a90a5dd,83,1958-07-28 00:00:00,2014-09-24 20:17:00,25.0,1.0,25.0,2014,9,24,20,39,2,54.6483516484,Hoodie,,
TSG-1279691,7d635970e4,37,1983-06-29 00:00:00,2014-11-02 18:11:00,23.9,1.0,23.9,2014,11,2,18,44,6,29.6428571429,Tennis Shirt,,
TSG-1279693,357f422b6d,84,1995-01-01 00:00:00,2013-12-18 13:03:00,16.7,1.0,16.7,2013,12,18,13,51,2,18.0934065934,T-Shirt,F,Black
TSG-1279694,0932c67b20,37,1973-05-24 00:00:00,2014-06-06 13:00:00,23.9,1.0,23.9,2014,6,6,13,23,4,39.7747252747,T-Shirt,F,White
TSG-1279696,ced8cc9fb0,62,1967-10-01 00:00:00,2014-08-25 11:00:00,23.9,1.0,23.9,2014,8,25,11,35,0,45.4395604396,Tennis Shirt,,
TSG-1279697,512608393a,75,1965-11-06 00:00:00,2014-06-14 12:24:00,23.9,1.0,23.9,2014,6,14,12,24,5,47.3461538462,T-Shirt,F,Black
TSG-1279699,b611e046a9,59,1992-05-06 00:00:00,2014-04-08 20:03:00,16.7,1.0,16.7,2014,4,8,20,15,1,20.7582417582,T-Shirt,F,White
TSG-1279700,7f613ad598,31,1964-02-17 00:00:00,2014-07-13 21:27:00,25.0,1.0,25.0,2014,7,13,21,28,6,49.0714285714,Hoodie,,
TSG-1279702,b820d282fc,95,1965-03-14 00:00:00,2013-11-12 19:31:00,83.5,5.0,16.7,2013,11,12,19,46,1,47.9972527473,T-Shirt,F,Black
TSG-1279708,cfec3f62c0,38,1953-04-22 00:00:00,2014-05-19 11:14:00,16.7,1.0,16.7,2014,5,19,11,21,0,59.9313186813,T-Shirt,M,White
TSG-1279710,907097ffd2,94,1993-04-06 00:00:00,2014-04-30 20:17:00,16.7,1.0,16.7,2014,4,30,20,18,2,19.8379120879,T-Shirt,M,Black
TSG-1279712,89ee6a1ac7,25,1899-12-30 00:00:00,2013-12-16 18:19:00,25.0,1.0,25.0,2013,12,16,18,51,0,113.423076923,Hoodie,,
TSG-1279713,5fef0659ed,33,1980-06-15 00:00:00,2014-06-04 17:30:00,16.7,1.0,16.7,2014,6,4,17,23,2,32.6895604396,T-Shirt,M,Black
TSG-1279714,a48cca0f74,78,1968-12-19 00:00:00,2013-05-12 16:59:00,23.9,1.0,23.9,2013,5,12,16,19,6,44.217032967,Hoodie,,
TSG-1279717,61575d87a1,50,1983-04-29 00:00:00,2014-08-13 10:50:00,19.9,1.0,19.9,2014,8,13,10,33,2,29.8104395604,T-Shirt,M,White
TSG-1279721,efdc89fd52,92,1899-12-30 00:00:00,2014-02-25 20:41:00,16.7,1.0,16.7,2014,2,25,20,9,1,113.423076923,T-Shirt,M,Black
TSG-1279723,94dd8d0fd3,63,1960-12-09 00:00:00,2014-03-09 21:09:00,23.9,1.0,23.9,2014,3,9,21,10,6,52.271978022,Hoodie,,
TSG-1279727,6b5a7010b1,74,1990-02-06 00:00:00,2013-12-13 11:06:00,47.8,2.0,23.9,2013,12,13,11,50,4,23.010989011,T-Shirt,M,White
TSG-1279728,48be295a73,35,1984-11-09 00:00:00,2013-01-12 19:18:00,19.9,1.0,19.9,2013,1,12,19,2,5,28.271978022,Hoodie,,
TSG-1279730,fa344e19ed,11,1980-01-12 00:00:00,2013-06-12 18:37:00,16.7,1.0,16.7,2013,6,12,18,24,2,33.1153846154,T-Shirt,M,White
TSG-1279731,c77e5a254f,48,1971-05-28 00:00:00,2013-08-12 20:47:00,19.9,1.0,19.9,2013,8,12,20,33,0,41.771978022,T-Shirt,F,Black
TSG-1279733,103e39e107,19,1948-09-15 00:00:00,2013-11-12 12:09:00,50.0,2.0,25.0,2013,11,12,12,46,1,64.5467032967,Tennis Shirt,,
TSG-1279735,731c70de25,29,1973-01-19 00:00:00,2013-12-15 17:36:00,19.9,1.0,19.9,2013,12,15,17,50,6,40.1181318681,T-Shirt,F,Black
TSG-1279736,41248caef0,67,1990-02-12 00:00:00,2013-07-12 14:42:00,23.9,1.0,23.9,2013,7,12,14,28,4,22.9945054945,T-Shirt,M,White
TSG-1279741,f489314ae2,49,1993-01-03 00:00:00,2014-01-25 20:14:00,19.9,1.0,19.9,2014,1,25,20,4,5,20.0934065934,T-Shirt,M,White
TSG-1279745,0fc7c25a83,21,1987-09-17 00:00:00,2013-09-12 22:12:00,23.9,1.0,23.9,2013,9,12,22,37,3,25.4093406593,Tennis Shirt,,
TSG-1279747,2f819d21ff,67,1964-05-16 00:00:00,2014-06-21 16:36:00,19.9,1.0,19.9,2014,6,21,16,25,5,48.8269230769,T-Shirt,F,Black
TSG-1279756,c4c54cba5d,85,1985-11-02 00:00:00,2013-08-12 21:47:00,19.9,1.0,19.9,2013,8,12,21,33,0,27.2884615385,T-Shirt,M,White
TSG-1279758,06c63cc648,26,1976-01-28 00:00:00,2013-05-12 10:40:00,16.7,1.0,16.7,2013,5,12,10,19,6,37.0851648352,T-Shirt,F,Black
TSG-1279760,bbdc7d1901,75,1986-05-31 00:00:00,2014-06-02 21:04:00,16.7,1.0,16.7,2014,6,2,21,23,0,26.7115384615,T-Shirt,M,Black
TSG-1279762,816a418b83,30,1899-12-30 00:00:00,2014-11-08 16:34:00,47.8,2.0,23.9,2014,11,8,16,45,5,113.423076923,T-Shirt,M,White
TSG-1279763,8ca0d8250f,95,1967-04-02 00:00:00,2014-07-30 15:36:00,16.7,1.0,16.7,2014,7,30,15,31,2,45.9395604396,T-Shirt,F,Black
TSG-1279769,303f75459c,69,1984-08-01 00:00:00,2013-08-12 18:25:00,16.7,1.0,16.7,2013,8,12,18,33,0,28.5467032967,T-Shirt,M,Black
TSG-1279772,516dadc9c0,70,1899-12-30 00:00:00,2013-01-12 20:15:00,50.0,2.0,25.0,2013,1,12,20,2,5,113.423076923,Hoodie,,
TSG-1279775,5f236648fe,91,1955-07-18 00:00:00,2013-08-12 19:17:00,50.1,3.0,16.7,2013,8,12,19,33,0,57.6868131868,T-Shirt,F,Black
TSG-1279778,3dcaa2c82f,77,1899-12-30 00:00:00,2014-01-26 22:29:00,19.9,1.0,19.9,2014,1,26,22,4,6,113.423076923,T-Shirt,F,Black
TSG-1279779,3091777bb9,42,1984-12-21 00:00:00,2014-07-26 21:12:00,19.9,1.0,19.9,2014,7,26,21,30,5,28.1565934066,T-Shirt,F,Black
TSG-1279781,e0b550b21b,49,1952-10-09 00:00:00,2013-08-12 11:37:00,25.0,1.0,25.0,2013,8,12,11,33,0,60.467032967,Hoodie,,
TSG-1279785,1748860a8b,24,1951-01-04 00:00:00,2013-12-12 10:42:00,19.9,1.0,19.9,2013,12,12,10,50,3,62.2362637363,Hoodie,,
TSG-1279786,89edbcaa4f,59,1899-12-30 00:00:00,2013-12-14 21:33:00,23.9,1.0,23.9,2013,12,14,21,50,5,113.423076923,Hoodie,,
TSG-1279789,d28909690c,27,1982-10-02 00:00:00,2014-05-22 13:44:00,23.9,1.0,23.9,2014,5,22,13,21,3,30.3846153846,Hoodie,,
TSG-1279790,3dff32f4dc,33,1944-08-27 00:00:00,2013-12-17 21:15:00,25.0,1.0,25.0,2013,12,17,21,51,1,68.6126373626,Hoodie,,
TSG-1279793,7e17354134,38,1989-07-31 00:00:00,2014-02-21 11:09:00,19.9,1.0,19.9,2014,2,21,11,8,4,23.532967033,T-Shirt,M,Black
TSG-1279800,0392794da8,28,1899-12-30 00:00:00,2014-01-30 09:04:00,16.7,1.0,16.7,2014,1,30,9,5,3,113.423076923,T-Shirt,M,Black
TSG-1279804,432f121097,75,1989-09-04 00:00:00,2014-08-31 14:14:00,16.7,1.0,16.7,2014,8,31,14,35,6,23.4368131868,T-Shirt,F,White
TSG-1279806,c23c6cd77b,92,1987-12-08 00:00:00,2014-01-07 19:13:00,19.9,1.0,19.9,2014,1,7,19,2,1,25.1840659341,T-Shirt,F,White
TSG-1279807,130a1d9d74,93,1976-04-20 00:00:00,2013-09-12 19:45:00,33.4,2.0,16.7,2013,9,12,19,37,3,36.8571428571,T-Shirt,F,Black
TSG-1279817,ad3f113010,39,1899-12-30 00:00:00,2014-04-23 13:39:00,19.9,1.0,19.9,2014,4,23,13,17,2,113.423076923,T-Shirt,F,White
TSG-1279820,3d9569c33b,70,1976-01-14 00:00:00,2013-03-12 11:39:00,19.9,1.0,19.9,2013,3,12,11,11,1,37.1236263736,T-Shirt,F,Black
TSG-1279821,95fe33e03b,56,1983-11-10 00:00:00,2014-08-04 19:46:00,16.7,1.0,16.7,2014,8,4,19,32,0,29.2747252747,T-Shirt,F,Black
TSG-1279828,8b1f00a1de,77,1951-11-27 00:00:00,2014-05-01 16:47:00,16.7,1.0,16.7,2014,5,1,16,18,3,61.3379120879,T-Shirt,M,Black
TSG-1279830,31f0c9e8f4,76,1899-12-30 00:00:00,2013-12-15 09:30:00,23.9,1.0,23.9,2013,12,15,9,50,6,113.423076923,T-Shirt,F,Black
TSG-1279833,bd6391c7e3,1,1899-12-30 00:00:00,2013-06-12 09:54:00,59.7,3.0,19.9,2013,6,12,9,24,2,113.423076923,T-Shirt,M,White
TSG-1279836,9b911f41a2,33,1980-03-21 00:00:00,2014-10-07 12:55:00,19.9,1.0,19.9,2014,10,7,12,41,1,32.9258241758,T-Shirt,F,Black
TSG-1279839,e63d4236c8,13,1959-05-31 00:00:00,2014-06-22 17:48:00,25.0,1.0,25.0,2014,6,22,17,25,6,53.8049450549,Hoodie,,
TSG-1279846,5af947c6e7,78,1988-02-28 00:00:00,2014-05-22 21:34:00,16.7,1.0,16.7,2014,5,22,21,21,3,24.9587912088,T-Shirt,F,White
TSG-1279847,031ea0a423,59,1977-04-17 00:00:00,2014-10-07 10:49:00,16.7,1.0,16.7,2014,10,7,10,41,1,35.8626373626,T-Shirt,F,White
TSG-1279848,d84b24a5db,89,1986-08-08 00:00:00,2014-06-14 20:45:00,19.9,1.0,19.9,2014,6,14,20,24,5,26.521978022,T-Shirt,M,Black
TSG-1279850,71d0782dbb,49,1990-02-08 00:00:00,2014-02-25 15:56:00,16.7,1.0,16.7,2014,2,25,15,9,1,23.0054945055,T-Shirt,F,Black
TSG-1279851,4514890f8e,25,1990-01-07 00:00:00,2014-12-02 12:53:00,23.9,1.0,23.9,2014,12,2,12,49,1,23.0934065934,Tennis Shirt,,
TSG-1279852,324dae2c18,27,1956-04-02 00:00:00,2014-05-27 21:16:00,23.9,1.0,23.9,2014,5,27,21,22,1,56.9752747253,T-Shirt,M,White
TSG-1279857,6995a17e34,30,1947-04-11 00:00:00,2013-09-12 22:44:00,47.8,2.0,23.9,2013,9,12,22,37,3,65.9835164835,Hoodie,,
TSG-1279858,8a5e487bef,62,1975-02-27 00:00:00,2013-12-16 20:41:00,19.9,1.0,19.9,2013,12,16,20,51,0,38.0054945055,T-Shirt,M,Black
TSG-1279859,25f5b2018b,48,1966-12-10 00:00:00,2014-07-15 08:35:00,16.7,1.0,16.7,2014,7,15,8,29,1,46.25,T-Shirt,M,Black
TSG-1279861,f5c528b3d0,13,1976-08-02 00:00:00,2014-10-27 16:13:00,19.9,1.0,19.9,2014,10,27,16,44,0,36.5714285714,T-Shirt,M,White
TSG-1279864,476a483458,81,1948-08-16 00:00:00,2014-07-15 18:05:00,39.8,2.0,19.9,2014,7,15,18,29,1,64.6291208791,T-Shirt,M,White
TSG-1279867,0deac9d7de,85,1990-09-17 00:00:00,2013-12-15 21:34:00,23.9,1.0,23.9,2013,12,15,21,50,6,22.3983516484,T-Shirt,M,White
TSG-1279870,6bea90ac02,54,1983-01-21 00:00:00,2014-03-21 10:55:00,19.9,1.0,19.9,2014,3,21,10,12,4,30.0796703297,Hoodie,,
TSG-1279873,31688aeda3,28,1997-05-13 00:00:00,2013-11-12 19:13:00,16.7,1.0,16.7,2013,11,12,19,46,1,15.7225274725,T-Shirt,M,White
TSG-1279875,7ca175c94b,33,1969-04-19 00:00:00,2014-07-31 13:25:00,32.0,1.0,32.0,2014,7,31,13,31,3,43.8846153846,Hoodie,,
TSG-1279877,833e845655,53,1949-10-27 00:00:00,2014-06-01 16:00:00,25.0,1.0,25.0,2014,6,1,16,22,6,63.4285714286,Hoodie,,
TSG-1279880,20f43cac00,67,1982-01-01 00:00:00,2014-08-24 18:49:00,33.4,2.0,16.7,2014,8,24,18,34,6,31.1373626374,T-Shirt,F,Black
TSG-1279882,9c1c93de32,45,1971-10-03 00:00:00,2013-01-12 10:41:00,33.4,2.0,16.7,2013,1,12,10,2,5,41.4203296703,T-Shirt,M,White
TSG-1279883,c70a4393e7,56,1985-05-23 00:00:00,2013-12-15 17:01:00,19.9,1.0,19.9,2013,12,15,17,50,6,27.7362637363,T-Shirt,M,White
TSG-1279885,848a94497a,31,1979-03-30 00:00:00,2013-12-14 22:21:00,19.9,1.0,19.9,2013,12,14,22,50,5,33.9065934066,T-Shirt,F,Black
TSG-1279888,03b1c38921,57,1981-09-21 00:00:00,2014-10-02 20:41:00,19.9,1.0,19.9,2014,10,2,20,40,3,31.4175824176,T-Shirt,M,White
TSG-1279890,89e41b44dd,17,1959-06-22 00:00:00,2014-06-17 13:33:00,16.7,1.0,16.7,2014,6,17,13,25,1,53.7445054945,T-Shirt,M,Black
TSG-1279891,d1a0b8a055,18,1986-10-08 00:00:00,2014-07-01 22:59:00,16.7,1.0,16.7,2014,7,1,22,27,1,26.3543956044,T-Shirt,M,White
TSG-1279892,54fdd3a4dd,11,1899-12-30 00:00:00,2013-08-12 16:55:00,16.7,1.0,16.7,2013,8,12,16,33,0,113.423076923,T-Shirt,M,Black
TSG-1279896,fa2229f0b2,13,1899-12-30 00:00:00,2013-12-19 18:28:00,16.7,1.0,16.7,2013,12,19,18,51,3,113.423076923,T-Shirt,F,Black
TSG-1279897,a7a3263741,25,1899-12-30 00:00:00,2013-07-12 10:19:00,23.9,1.0,23.9,2013,7,12,10,28,4,113.423076923,Hoodie,,
TSG-1279898,97c1047912,92,1899-12-30 00:00:00,2014-07-06 20:39:00,19.9,1.0,19.9,2014,7,6,20,27,6,113.423076923,T-Shirt,M,Black
TSG-1279903,4f4d5d022f,87,1987-06-24 00:00:00,2013-12-15 20:43:00,19.9,1.0,19.9,2013,12,15,20,50,6,25.6428571429,T-Shirt,M,White
TSG-1279904,d4c7bc97f3,24,1988-09-24 00:00:00,2014-10-03 16:00:00,19.9,1.0,19.9,2014,10,3,16,40,4,24.3846153846,T-Shirt,M,Black
TSG-1279905,1e1d3b96aa,59,1981-03-23 00:00:00,2014-08-06 20:55:00,25.0,1.0,25.0,2014,8,6,20,32,2,31.9175824176,Hoodie,,
TSG-1279907,205f347812,91,1985-08-17 00:00:00,2013-09-12 15:52:00,19.9,1.0,19.9,2013,9,12,15,37,3,27.5,T-Shirt,F,Black
TSG-1279908,a56df924cc,68,1965-09-10 00:00:00,2014-04-07 19:13:00,19.9,1.0,19.9,2014,4,7,19,15,0,47.5027472527,T-Shirt,F,Black
TSG-1279910,332403e5c3,33,1973-06-22 00:00:00,2014-12-02 20:58:00,19.9,1.0,19.9,2014,12,2,20,49,1,39.6950549451,T-Shirt,F,Black
TSG-1279918,b25339ea34,34,1899-12-30 00:00:00,2013-05-12 18:55:00,50.0,2.0,25.0,2013,5,12,18,19,6,113.423076923,T-Shirt,M,White
TSG-1279921,8af24c76e3,31,1975-01-19 00:00:00,2014-09-06 12:41:00,16.7,1.0,16.7,2014,9,6,12,36,5,38.1126373626,T-Shirt,M,Black
TSG-1279926,fe6123908c,38,1983-02-17 00:00:00,2014-02-24 13:47:00,16.7,1.0,16.7,2014,2,24,13,9,0,30.0054945055,T-Shirt,M,Black
TSG-1279927,709443b313,57,1969-07-30 00:00:00,2014-07-21 12:02:00,19.9,1.0,19.9,2014,7,21,12,30,0,43.6043956044,T-Shirt,M,White
TSG-1279929,c17bbdaadd,75,1990-11-22 00:00:00,2014-05-29 13:03:00,23.9,1.0,23.9,2014,5,29,13,22,3,22.217032967,T-Shirt,M,White
TSG-1279930,acc4bc1455,38,1899-12-30 00:00:00,2013-12-23 08:30:00,25.0,1.0,25.0,2013,12,23,8,52,0,113.423076923,Hoodie,,
TSG-1279932,16fe9dcea9,86,1988-06-02 00:00:00,2014-06-11 12:13:00,19.9,1.0,19.9,2014,6,11,12,24,2,24.6978021978,T-Shirt,M,White
TSG-1279933,b4ff263670,94,1965-08-31 00:00:00,2013-12-14 13:55:00,19.9,1.0,19.9,2013,12,14,13,50,5,47.5302197802,Hoodie,,
TSG-1279934,a2eeaca501,38,1984-06-02 00:00:00,2013-02-12 12:20:00,16.7,1.0,16.7,2013,2,12,12,7,1,28.7115384615,T-Shirt,F,Black
TSG-1279944,28d93b1d16,35,1989-12-07 00:00:00,2013-09-12 22:12:00,16.7,1.0,16.7,2013,9,12,22,37,3,23.1785714286,T-Shirt,M,Black
TSG-1279951,0869eedb20,40,1947-03-22 00:00:00,2014-03-06 15:17:00,16.7,1.0,16.7,2014,3,6,15,10,3,66.0384615385,T-Shirt,M,Black
TSG-1279953,58788939ff,56,1980-01-27 00:00:00,2013-12-20 20:37:00,19.9,1.0,19.9,2013,12,20,20,51,4,33.0741758242,T-Shirt,M,Black
TSG-1279955,51ebdf7c0a,47,1990-11-17 00:00:00,2014-09-24 11:27:00,23.9,1.0,23.9,2014,9,24,11,39,2,22.2307692308,Tennis Shirt,,
TSG-1279962,62cdd3da29,38,1945-02-11 00:00:00,2013-05-12 13:10:00,19.9,1.0,19.9,2013,5,12,13,19,6,68.1510989011,Hoodie,,
TSG-1279965,927919178a,75,1983-01-13 00:00:00,2014-03-17 22:19:00,59.7,3.0,19.9,2014,3,17,22,12,0,30.1016483516,Hoodie,,
TSG-1279966,3101d7b32b,69,1981-08-07 00:00:00,2014-06-08 13:58:00,16.7,1.0,16.7,2014,6,8,13,23,6,31.5412087912,T-Shirt,F,White
TSG-1279967,15f2936faa,16,1978-02-18 00:00:00,2014-04-03 23:42:00,19.9,1.0,19.9,2014,4,3,23,14,3,35.0192307692,Hoodie,,
TSG-1279968,522c0ac162,68,1899-12-30 00:00:00,2013-12-21 10:51:00,25.0,1.0,25.0,2013,12,21,10,51,5,113.423076923,Hoodie,,
TSG-1279977,11173c3439,83,1939-11-26 00:00:00,2013-08-12 09:30:00,25.0,1.0,25.0,2013,8,12,9,33,0,73.3818681319,Tennis Shirt,,
TSG-1279978,d26d586fff,93,1899-12-30 00:00:00,2014-04-02 15:14:00,16.7,1.0,16.7,2014,4,2,15,14,2,113.423076923,T-Shirt,F,Black
TSG-1279979,abbacaef55,83,1979-03-30 00:00:00,2014-03-25 11:32:00,25.0,1.0,25.0,2014,3,25,11,13,1,33.9065934066,Hoodie,,
TSG-1279982,bbcce12567,74,1985-11-02 00:00:00,2013-07-12 11:39:00,19.9,1.0,19.9,2013,7,12,11,28,4,27.2884615385,T-Shirt,M,White
TSG-1279989,d968651569,92,1983-06-17 00:00:00,2013-01-12 16:31:00,19.9,1.0,19.9,2013,1,12,16,2,5,29.6758241758,Hoodie,,
